Epoch	LR	Train Loss	
1.000000	0.000500	2.312151	
2.000000	0.000500	1.693604	
3.000000	0.000500	1.293554	
4.000000	0.000500	1.014222	
5.000000	0.000500	0.813743	
6.000000	0.000500	0.670382	
7.000000	0.000250	0.564376	
8.000000	0.000250	0.510116	
9.000000	0.000250	0.462504	
10.000000	0.000250	0.418202	
11.000000	0.000250	0.380360	
12.000000	0.000250	0.347378	
