Epoch	LR	Train Loss	
1.000000	0.000500	1.400221	
2.000000	0.000500	0.373929	
3.000000	0.000500	0.183429	
4.000000	0.000500	0.140142	
5.000000	0.000500	0.127302	
6.000000	0.000500	0.122376	
7.000000	0.000250	0.110683	
8.000000	0.000250	0.108340	
9.000000	0.000250	0.106786	
10.000000	0.000250	0.105661	
11.000000	0.000250	0.104601	
12.000000	0.000250	0.103236	
13.000000	0.000125	0.096979	
14.000000	0.000125	0.095518	
15.000000	0.000125	0.094825	
